GradeRecordID,StudentID,SubjectName,SubjectType,Grade
GRD07109,STU009,Photography,Elective,56
GRD07110,STU010,Debate,Elective,53
GRD07111,STU011,Music,Elective,98
GRD07112,STU012,History,Core,68
GRD07113,STU013,Mathematics,Core,44
GRD07114,STU014,English,Core,79
GRD07115,STU015,Science,Core,53
GRD07116,STU016,Geography,Core,78
GRD07117,STU017,Art,Elective,79
GRD07118,STU018,Drama,Elective,97
GRD07119,STU019,Computer Science,Elective,99
GRD07120,STU020,Robotics,Elective,65
GRD07121,STU021,Physical Education,Elective,54
GRD07122,STU022,Dance,Elective,84
GRD07123,STU023,Cooking,Elective,79
GRD07124,STU024,Photography,Elective,61
GRD07125,STU025,Debate,Elective,73
GRD07126,STU026,Music,Elective,81
GRD07127,STU027,History,Core,70
GRD07128,STU028,Mathematics,Core,48
GRD07129,STU029,English,Core,59
GRD07130,STU030,Science,Core,86
GRD07131,STU031,Geography,Core,65
GRD07132,STU032,Art,Elective,88
GRD07133,STU033,Drama,Elective,64
GRD07134,STU034,Computer Science,Elective,43
GRD07135,STU035,Robotics,Elective,82
GRD07136,STU036,Physical Education,Elective,77
GRD07137,STU037,Dance,Elective,95
GRD07138,STU038,Cooking,Elective,89
GRD07139,STU039,Photography,Elective,56
GRD07140,STU040,Debate,Elective,100
GRD07141,STU041,Music,Elective,82
GRD07142,STU042,History,Core,67
GRD07143,STU043,Mathematics,Core,50
GRD07144,STU044,English,Core,50
GRD07145,STU045,Science,Core,95
GRD07146,STU046,Geography,Core,77
GRD07147,STU047,Art,Elective,79
GRD07148,STU048,Drama,Elective,49
GRD07149,STU049,Computer Science,Elective,70
GRD07150,STU050,Robotics,Elective,94
GRD07151,STU001,Physical Education,Elective,61
GRD07152,STU002,Dance,Elective,94
GRD07153,STU003,Cooking,Elective,62
GRD07154,STU004,Photography,Elective,66
GRD07155,STU005,Debate,Elective,49
GRD07156,STU006,Music,Elective,89
GRD07157,STU007,History,Core,80
GRD07158,STU008,Mathematics,Core,79
GRD07159,STU009,English,Core,76
GRD07160,STU010,Science,Core,75
GRD07161,STU011,Geography,Core,77
GRD07162,STU012,Art,Elective,65
GRD07163,STU013,Drama,Elective,75
GRD07164,STU014,Computer Science,Elective,98
GRD07165,STU015,Robotics,Elective,41
GRD07166,STU016,Physical Education,Elective,70
GRD07167,STU017,Dance,Elective,89
GRD07168,STU018,Cooking,Elective,61
GRD07169,STU019,Photography,Elective,58
GRD07170,STU020,Debate,Elective,62
GRD07171,STU021,Music,Elective,64
GRD07172,STU022,History,Core,54
GRD07173,STU023,Mathematics,Core,40
GRD07174,STU024,English,Core,61
GRD07175,STU025,Science,Core,61
GRD07176,STU026,Geography,Core,97
GRD07177,STU027,Art,Elective,97
GRD07178,STU028,Drama,Elective,98
GRD07179,STU029,Computer Science,Elective,95
GRD07180,STU030,Robotics,Elective,62
GRD07181,STU031,Physical Education,Elective,77
GRD07182,STU032,Dance,Elective,64
GRD07183,STU033,Cooking,Elective,100
GRD07184,STU034,Photography,Elective,68
GRD07185,STU035,Debate,Elective,91
GRD07186,STU036,Music,Elective,85
GRD07187,STU037,History,Core,65
GRD07188,STU038,Mathematics,Core,85
GRD07189,STU039,English,Core,79
GRD07190,STU040,Science,Core,86
GRD07191,STU041,Geography,Core,85
GRD07192,STU042,Art,Elective,86
GRD07193,STU043,Drama,Elective,95
GRD07194,STU044,Computer Science,Elective,86
GRD07195,STU045,Robotics,Elective,60
GRD07196,STU046,Physical Education,Elective,91
GRD07197,STU047,Dance,Elective,56
GRD07198,STU048,Cooking,Elective,68
GRD07199,STU049,Photography,Elective,44
GRD07200,STU050,Debate,Elective,49
GRD07201,STU001,Music,Elective,50
GRD07202,STU002,History,Core,98
GRD07203,STU003,Mathematics,Core,89
GRD07204,STU004,English,Core,84
GRD07205,STU005,Science,Core,98
GRD07206,STU006,Geography,Core,80
GRD07207,STU007,Art,Elective,77
GRD07208,STU008,Drama,Elective,42
GRD07209,STU009,Computer Science,Elective,54
GRD07210,STU010,Robotics,Elective,67
GRD07211,STU011,Physical Education,Elective,42
GRD07212,STU012,Dance,Elective,52
GRD07213,STU013,Cooking,Elective,59
GRD07214,STU014,Photography,Elective,45
GRD07215,STU015,Debate,Elective,64
GRD07216,STU016,Music,Elective,69
GRD07217,STU017,History,Core,55
GRD07218,STU018,Mathematics,Core,88
GRD07219,STU019,English,Core,70
GRD07220,STU020,Science,Core,46
GRD07221,STU021,Geography,Core,75
GRD07222,STU022,Art,Elective,95
GRD07223,STU023,Drama,Elective,56
GRD07224,STU024,Computer Science,Elective,45
GRD07225,STU025,Robotics,Elective,54
GRD07226,STU026,Physical Education,Elective,98
GRD07227,STU027,Dance,Elective,77
GRD07228,STU028,Cooking,Elective,47
GRD07229,STU029,Photography,Elective,84
GRD07230,STU030,Debate,Elective,51
GRD07231,STU031,Music,Elective,48
GRD07232,STU032,History,Core,69
GRD07233,STU033,Mathematics,Core,81
GRD07234,STU034,English,Core,69
GRD07235,STU035,Science,Core,73
GRD07236,STU036,Geography,Core,41
GRD07237,STU037,Art,Elective,40
GRD07238,STU038,Drama,Elective,94
GRD07239,STU039,Computer Science,Elective,63
GRD07240,STU040,Robotics,Elective,40
GRD07241,STU041,Physical Education,Elective,62
GRD07242,STU042,Dance,Elective,67
GRD07243,STU043,Cooking,Elective,77
GRD07244,STU044,Photography,Elective,91
GRD07245,STU045,Debate,Elective,57
GRD07246,STU046,Music,Elective,94
GRD07247,STU047,History,Core,96
GRD07248,STU048,Mathematics,Core,72
GRD07249,STU049,English,Core,92
GRD07250,STU050,Science,Core,64
GRD07251,STU001,Geography,Core,61
GRD07252,STU002,Art,Elective,65
GRD07253,STU003,Drama,Elective,41
GRD07254,STU004,Computer Science,Elective,98
GRD07255,STU005,Robotics,Elective,45
GRD07256,STU006,Physical Education,Elective,93
GRD07257,STU007,Dance,Elective,76
GRD07258,STU008,Cooking,Elective,75
GRD07259,STU009,Photography,Elective,60
GRD07260,STU010,Debate,Elective,76
GRD07261,STU011,Music,Elective,85
GRD07262,STU012,History,Core,57
GRD07263,STU013,Mathematics,Core,46
GRD07264,STU014,English,Core,79
GRD07265,STU015,Science,Core,82
GRD07266,STU016,Geography,Core,46
GRD07267,STU017,Art,Elective,49
GRD07268,STU018,Drama,Elective,46
GRD07269,STU019,Computer Science,Elective,84
GRD07270,STU020,Robotics,Elective,55
GRD07271,STU021,Physical Education,Elective,88
GRD07272,STU022,Dance,Elective,74
GRD07273,STU023,Cooking,Elective,61
GRD07274,STU024,Photography,Elective,84
GRD07275,STU025,Debate,Elective,90
GRD07276,STU026,Music,Elective,50
GRD07277,STU027,History,Core,88
GRD07278,STU028,Mathematics,Core,64
GRD07279,STU029,English,Core,68
GRD07280,STU030,Science,Core,83
GRD07281,STU031,Geography,Core,94
GRD07282,STU032,Art,Elective,58
GRD07283,STU033,Drama,Elective,41
GRD07284,STU034,Computer Science,Elective,53
GRD07285,STU035,Robotics,Elective,74
GRD07286,STU036,Physical Education,Elective,70
GRD07287,STU037,Dance,Elective,72
GRD07288,STU038,Cooking,Elective,62
GRD07289,STU039,Photography,Elective,55
GRD07290,STU040,Debate,Elective,66
GRD07291,STU041,Music,Elective,96
GRD07292,STU042,History,Core,76
GRD07293,STU043,Mathematics,Core,40
GRD07294,STU044,English,Core,94
GRD07295,STU045,Science,Core,79
GRD07296,STU046,Geography,Core,46
GRD07297,STU047,Art,Elective,87
GRD07298,STU048,Drama,Elective,66
GRD07299,STU049,Computer Science,Elective,60
GRD07300,STU050,Robotics,Elective,99
GRD07301,STU001,Physical Education,Elective,46
GRD07302,STU002,Dance,Elective,77
GRD07303,STU003,Cooking,Elective,43
GRD07304,STU004,Photography,Elective,73
GRD07305,STU005,Debate,Elective,58
GRD07306,STU006,Music,Elective,57
GRD07307,STU007,History,Core,98
GRD07308,STU008,Mathematics,Core,95
GRD07309,STU009,English,Core,53
GRD07310,STU010,Science,Core,65
GRD07311,STU011,Geography,Core,61
GRD07312,STU012,Art,Elective,54
GRD07313,STU013,Drama,Elective,84
GRD07314,STU014,Computer Science,Elective,46
GRD07315,STU015,Robotics,Elective,85
GRD07316,STU016,Physical Education,Elective,53
GRD07317,STU017,Dance,Elective,53
GRD07318,STU018,Cooking,Elective,44
GRD07319,STU019,Photography,Elective,73
GRD07320,STU020,Debate,Elective,91
GRD07321,STU021,Music,Elective,86
GRD07322,STU022,History,Core,56
GRD07323,STU023,Mathematics,Core,64
GRD07324,STU024,English,Core,100
GRD07325,STU025,Science,Core,70
GRD07326,STU026,Geography,Core,74
GRD07327,STU027,Art,Elective,77
GRD07328,STU028,Drama,Elective,70
GRD07329,STU029,Computer Science,Elective,81
GRD07330,STU030,Robotics,Elective,63
GRD07331,STU031,Physical Education,Elective,94
GRD07332,STU032,Dance,Elective,62
GRD07333,STU033,Cooking,Elective,79
GRD07334,STU034,Photography,Elective,48
GRD07335,STU035,Debate,Elective,55
GRD07336,STU036,Music,Elective,44
GRD07337,STU037,History,Core,86
GRD07338,STU038,Mathematics,Core,97
GRD07339,STU039,English,Core,84
GRD07340,STU040,Science,Core,49
GRD07341,STU041,Geography,Core,100
GRD07342,STU042,Art,Elective,65
GRD07343,STU043,Drama,Elective,40
GRD07344,STU044,Computer Science,Elective,92
GRD07345,STU045,Robotics,Elective,58
GRD07346,STU046,Physical Education,Elective,61
GRD07347,STU047,Dance,Elective,61
GRD07348,STU048,Cooking,Elective,57
GRD07349,STU049,Photography,Elective,99
GRD07350,STU050,Debate,Elective,49
GRD07351,STU001,Music,Elective,98
GRD07352,STU002,History,Core,76
GRD07353,STU003,Mathematics,Core,94
GRD07354,STU004,English,Core,69
GRD07355,STU005,Science,Core,59
GRD07356,STU006,Geography,Core,70
GRD07357,STU007,Art,Elective,96
GRD07358,STU008,Drama,Elective,75
GRD07359,STU009,Computer Science,Elective,41
GRD07360,STU010,Robotics,Elective,94
GRD07361,STU011,Physical Education,Elective,80
GRD07362,STU012,Dance,Elective,83
GRD07363,STU013,Cooking,Elective,92
GRD07364,STU014,Photography,Elective,40
GRD07365,STU015,Debate,Elective,57
GRD07366,STU016,Music,Elective,86
GRD07367,STU017,History,Core,77
GRD07368,STU018,Mathematics,Core,64
GRD07369,STU019,English,Core,68
GRD07370,STU020,Science,Core,76
GRD07371,STU021,Geography,Core,87
GRD07372,STU022,Art,Elective,71
GRD07373,STU023,Drama,Elective,71
GRD07374,STU024,Computer Science,Elective,43
GRD07375,STU025,Robotics,Elective,96
GRD07376,STU026,Physical Education,Elective,95
GRD07377,STU027,Dance,Elective,68
GRD07378,STU028,Cooking,Elective,79
GRD07379,STU029,Photography,Elective,90
GRD07380,STU030,Debate,Elective,86
GRD07381,STU031,Music,Elective,96
GRD07382,STU032,History,Core,73
GRD07383,STU033,Mathematics,Core,55
GRD07384,STU034,English,Core,59
GRD07385,STU035,Science,Core,46
GRD07386,STU036,Geography,Core,54
GRD07387,STU037,Art,Elective,68
GRD07388,STU038,Drama,Elective,47
GRD07389,STU039,Computer Science,Elective,87
GRD07390,STU040,Robotics,Elective,76
GRD07391,STU041,Physical Education,Elective,43
GRD07392,STU042,Dance,Elective,75
GRD07393,STU043,Cooking,Elective,42
GRD07394,STU044,Photography,Elective,94
GRD07395,STU045,Debate,Elective,43
GRD07396,STU046,Music,Elective,97
GRD07397,STU047,History,Core,83
GRD07398,STU048,Mathematics,Core,100
GRD07399,STU049,English,Core,98
GRD07400,STU050,Science,Core,51
GRD07401,STU001,Geography,Core,92
GRD07402,STU002,Art,Elective,78
GRD07403,STU003,Drama,Elective,93
GRD07404,STU004,Computer Science,Elective,47
GRD07405,STU005,Robotics,Elective,86
GRD07406,STU006,Physical Education,Elective,80
GRD07407,STU007,Dance,Elective,92
GRD07408,STU008,Cooking,Elective,55
GRD07409,STU009,Photography,Elective,76
GRD07410,STU010,Debate,Elective,77
GRD07411,STU011,Music,Elective,77
GRD07412,STU012,History,Core,64
GRD07413,STU013,Mathematics,Core,75
GRD07414,STU014,English,Core,96
GRD07415,STU015,Science,Core,92
GRD07416,STU016,Geography,Core,45
GRD07417,STU017,Art,Elective,48
GRD07418,STU018,Drama,Elective,94
GRD07419,STU019,Computer Science,Elective,64
GRD07420,STU020,Robotics,Elective,57
GRD07421,STU021,Physical Education,Elective,67
GRD07422,STU022,Dance,Elective,97
GRD07423,STU023,Cooking,Elective,94
GRD07424,STU024,Photography,Elective,95
GRD07425,STU025,Debate,Elective,85
GRD07426,STU026,Music,Elective,85
GRD07427,STU027,History,Core,77
GRD07428,STU028,Mathematics,Core,55
GRD07429,STU029,English,Core,73
GRD07430,STU030,Science,Core,91
GRD07431,STU031,Geography,Core,46
GRD07432,STU032,Art,Elective,85
GRD07433,STU033,Drama,Elective,97
GRD07434,STU034,Computer Science,Elective,55
GRD07435,STU035,Robotics,Elective,83
GRD07436,STU036,Physical Education,Elective,43
GRD07437,STU037,Dance,Elective,85
GRD07438,STU038,Cooking,Elective,50
GRD07439,STU039,Photography,Elective,84
GRD07440,STU040,Debate,Elective,98
GRD07441,STU041,Music,Elective,89
GRD07442,STU042,History,Core,62
GRD07443,STU043,Mathematics,Core,97
GRD07444,STU044,English,Core,68
GRD07445,STU045,Science,Core,67
GRD07446,STU046,Geography,Core,43
GRD07447,STU047,Art,Elective,84
GRD07448,STU048,Drama,Elective,93
GRD07449,STU049,Computer Science,Elective,87
GRD07450,STU050,Robotics,Elective,98
GRD07451,STU001,Physical Education,Elective,45
GRD07452,STU002,Dance,Elective,62
GRD07453,STU003,Cooking,Elective,88
GRD07454,STU004,Photography,Elective,58
GRD07455,STU005,Debate,Elective,47
GRD07456,STU006,Music,Elective,81
GRD07457,STU007,History,Core,54
GRD07458,STU008,Mathematics,Core,61
GRD07459,STU009,English,Core,72
GRD07460,STU010,Science,Core,75
GRD07461,STU011,Geography,Core,45
GRD07462,STU012,Art,Elective,63
GRD07463,STU013,Drama,Elective,79
GRD07464,STU014,Computer Science,Elective,85
GRD07465,STU015,Robotics,Elective,96
GRD07466,STU016,Physical Education,Elective,47
GRD07467,STU017,Dance,Elective,99
GRD07468,STU018,Cooking,Elective,54
GRD07469,STU019,Photography,Elective,46
GRD07470,STU020,Debate,Elective,63
GRD07471,STU021,Music,Elective,51
GRD07472,STU022,History,Core,46
GRD07473,STU023,Mathematics,Core,69
GRD07474,STU024,English,Core,43
GRD07475,STU025,Science,Core,97
GRD07476,STU026,Geography,Core,43
GRD07477,STU027,Art,Elective,100
GRD07478,STU028,Drama,Elective,64
GRD07479,STU029,Computer Science,Elective,70
GRD07480,STU030,Robotics,Elective,52
GRD07481,STU031,Physical Education,Elective,58
GRD07482,STU032,Dance,Elective,88
GRD07483,STU033,Cooking,Elective,76
GRD07484,STU034,Photography,Elective,48
GRD07485,STU035,Debate,Elective,59
GRD07486,STU036,Music,Elective,75
GRD07487,STU037,History,Core,67
GRD07488,STU038,Mathematics,Core,96
GRD07489,STU039,English,Core,81
GRD07490,STU040,Science,Core,40
GRD07491,STU041,Geography,Core,51
GRD07492,STU042,Art,Elective,69
GRD07493,STU043,Drama,Elective,75
GRD07494,STU044,Computer Science,Elective,80
GRD07495,STU045,Robotics,Elective,100
GRD07496,STU046,Physical Education,Elective,41
GRD07497,STU047,Dance,Elective,94
GRD07498,STU048,Cooking,Elective,90
GRD07499,STU049,Photography,Elective,47
GRD07500,STU050,Debate,Elective,81
GRD07501,STU001,Music,Elective,46
GRD07502,STU002,History,Core,68
GRD07503,STU003,Mathematics,Core,61
GRD07504,STU004,English,Core,54
GRD07505,STU005,Science,Core,42
GRD07506,STU006,Geography,Core,60
GRD07507,STU007,Art,Elective,99
GRD07508,STU008,Drama,Elective,99
GRD07509,STU009,Computer Science,Elective,57
GRD07510,STU010,Robotics,Elective,73
GRD07511,STU011,Physical Education,Elective,59
GRD07512,STU012,Dance,Elective,71
GRD07513,STU013,Cooking,Elective,95
GRD07514,STU014,Photography,Elective,79
GRD07515,STU015,Debate,Elective,85
GRD07516,STU016,Music,Elective,57
GRD07517,STU017,History,Core,54
GRD07518,STU018,Mathematics,Core,100
GRD07519,STU019,English,Core,83
GRD07520,STU020,Science,Core,68
GRD07521,STU021,Geography,Core,85
GRD07522,STU022,Art,Elective,82
GRD07523,STU023,Drama,Elective,67
GRD07524,STU024,Computer Science,Elective,98
GRD07525,STU025,Robotics,Elective,81
GRD07526,STU026,Physical Education,Elective,89
GRD07527,STU027,Dance,Elective,89
GRD07528,STU028,Cooking,Elective,51
GRD07529,STU029,Photography,Elective,55
GRD07530,STU030,Debate,Elective,50
GRD07531,STU031,Music,Elective,75
GRD07532,STU032,History,Core,80
GRD07533,STU033,Mathematics,Core,46
GRD07534,STU034,English,Core,68
GRD07535,STU035,Science,Core,47
GRD07536,STU036,Geography,Core,76
GRD07537,STU037,Art,Elective,94
GRD07538,STU038,Drama,Elective,51
GRD07539,STU039,Computer Science,Elective,56
GRD07540,STU040,Robotics,Elective,62
GRD07541,STU041,Physical Education,Elective,65
GRD07542,STU042,Dance,Elective,58
GRD07543,STU043,Cooking,Elective,64
GRD07544,STU044,Photography,Elective,78
GRD07545,STU045,Debate,Elective,83
GRD07546,STU046,Music,Elective,49
GRD07547,STU047,History,Core,76
GRD07548,STU048,Mathematics,Core,74
GRD07549,STU049,English,Core,72
GRD07550,STU050,Science,Core,82
GRD07551,STU001,Geography,Core,54
GRD07552,STU002,Art,Elective,50
GRD07553,STU003,Drama,Elective,88
GRD07554,STU004,Computer Science,Elective,99
GRD07555,STU005,Robotics,Elective,84
GRD07556,STU006,Physical Education,Elective,69
GRD07557,STU007,Dance,Elective,63
GRD07558,STU008,Cooking,Elective,95
GRD07559,STU009,Photography,Elective,82
GRD07560,STU010,Debate,Elective,64
GRD07561,STU011,Music,Elective,70
GRD07562,STU012,History,Core,81
GRD07563,STU013,Mathematics,Core,57
GRD07564,STU014,English,Core,44
GRD07565,STU015,Science,Core,74
GRD07566,STU016,Geography,Core,60
GRD07567,STU017,Art,Elective,59
GRD07568,STU018,Drama,Elective,85
GRD07569,STU019,Computer Science,Elective,47
GRD07570,STU020,Robotics,Elective,76
GRD07571,STU021,Physical Education,Elective,63
GRD07572,STU022,Dance,Elective,47
GRD07573,STU023,Cooking,Elective,91
GRD07574,STU024,Photography,Elective,64
GRD07575,STU025,Debate,Elective,77
GRD07576,STU026,Music,Elective,99
GRD07577,STU027,History,Core,78
GRD07578,STU028,Mathematics,Core,100
GRD07579,STU029,English,Core,62
GRD07580,STU030,Science,Core,44
GRD07581,STU031,Geography,Core,61
GRD07582,STU032,Art,Elective,69
GRD07583,STU033,Drama,Elective,53
GRD07584,STU034,Computer Science,Elective,46
GRD07585,STU035,Robotics,Elective,85
GRD07586,STU036,Physical Education,Elective,79
GRD07587,STU037,Dance,Elective,85
GRD07588,STU038,Cooking,Elective,89
GRD07589,STU039,Photography,Elective,76
GRD07590,STU040,Debate,Elective,76
GRD07591,STU041,Music,Elective,67
GRD07592,STU042,History,Core,57
GRD07593,STU043,Mathematics,Core,96
GRD07594,STU044,English,Core,51
GRD07595,STU045,Science,Core,64
GRD07596,STU046,Geography,Core,76
GRD07597,STU047,Art,Elective,74
GRD07598,STU048,Drama,Elective,75
GRD07599,STU049,Computer Science,Elective,68
GRD07600,STU050,Robotics,Elective,77
GRD07601,STU001,Physical Education,Elective,41
GRD07602,STU002,Dance,Elective,73
GRD07603,STU003,Cooking,Elective,71
GRD07604,STU004,Photography,Elective,79
GRD07605,STU005,Debate,Elective,85
GRD07606,STU006,Music,Elective,65
GRD07607,STU007,History,Core,48
GRD07608,STU008,Mathematics,Core,89
GRD07609,STU009,English,Core,60
GRD07610,STU010,Science,Core,52
GRD07611,STU011,Geography,Core,48
GRD07612,STU012,Art,Elective,98
GRD07613,STU013,Drama,Elective,49
GRD07614,STU014,Computer Science,Elective,87
GRD07615,STU015,Robotics,Elective,91
GRD07616,STU016,Physical Education,Elective,42
GRD07617,STU017,Dance,Elective,98
GRD07618,STU018,Cooking,Elective,100
GRD07619,STU019,Photography,Elective,90
GRD07620,STU020,Debate,Elective,68
GRD07621,STU021,Music,Elective,42
GRD07622,STU022,History,Core,99
GRD07623,STU023,Mathematics,Core,44
GRD07624,STU024,English,Core,62
GRD07625,STU025,Science,Core,41
GRD07626,STU026,Geography,Core,81
GRD07627,STU027,Art,Elective,49
GRD07628,STU028,Drama,Elective,88
GRD07629,STU029,Computer Science,Elective,42
GRD07630,STU030,Robotics,Elective,48
GRD07631,STU031,Physical Education,Elective,56
GRD07632,STU032,Dance,Elective,54
GRD07633,STU033,Cooking,Elective,93
GRD07634,STU034,Photography,Elective,94
GRD07635,STU035,Debate,Elective,73
GRD07636,STU036,Music,Elective,48
GRD07637,STU037,History,Core,81
GRD07638,STU038,Mathematics,Core,61
GRD07639,STU039,English,Core,52
GRD07640,STU040,Science,Core,43
GRD07641,STU041,Geography,Core,63
GRD07642,STU042,Art,Elective,87
GRD07643,STU043,Drama,Elective,96
GRD07644,STU044,Computer Science,Elective,55
GRD07645,STU045,Robotics,Elective,95
GRD07646,STU046,Physical Education,Elective,78
GRD07647,STU047,Dance,Elective,90
GRD07648,STU048,Cooking,Elective,96
GRD07649,STU049,Photography,Elective,60
GRD07650,STU050,Debate,Elective,62
GRD07651,STU001,Music,Elective,97
GRD07652,STU002,History,Core,80
GRD07653,STU003,Mathematics,Core,84
GRD07654,STU004,English,Core,58
GRD07655,STU005,Science,Core,83
GRD07656,STU006,Geography,Core,97
GRD07657,STU007,Art,Elective,79
GRD07658,STU008,Drama,Elective,100
GRD07659,STU009,Computer Science,Elective,72
GRD07660,STU010,Robotics,Elective,60
GRD07661,STU011,Physical Education,Elective,58
GRD07662,STU012,Dance,Elective,88
GRD07663,STU013,Cooking,Elective,78
GRD07664,STU014,Photography,Elective,75
GRD07665,STU015,Debate,Elective,47
GRD07666,STU016,Music,Elective,78
GRD07667,STU017,History,Core,65
GRD07668,STU018,Mathematics,Core,66
GRD07669,STU019,English,Core,52
GRD07670,STU020,Science,Core,88
GRD07671,STU021,Geography,Core,58
GRD07672,STU022,Art,Elective,97
GRD07673,STU023,Drama,Elective,71
GRD07674,STU024,Computer Science,Elective,98
GRD07675,STU025,Robotics,Elective,49
GRD07676,STU026,Physical Education,Elective,100
GRD07677,STU027,Dance,Elective,83
GRD07678,STU028,Cooking,Elective,89
GRD07679,STU029,Photography,Elective,100
GRD07680,STU030,Debate,Elective,62
GRD07681,STU031,Music,Elective,46
GRD07682,STU032,History,Core,98
GRD07683,STU033,Mathematics,Core,74
GRD07684,STU034,English,Core,41
GRD07685,STU035,Science,Core,86
GRD07686,STU036,Geography,Core,40
GRD07687,STU037,Art,Elective,95
GRD07688,STU038,Drama,Elective,75
GRD07689,STU039,Computer Science,Elective,87
GRD07690,STU040,Robotics,Elective,84
GRD07691,STU041,Physical Education,Elective,49
GRD07692,STU042,Dance,Elective,71
GRD07693,STU043,Cooking,Elective,49
GRD07694,STU044,Photography,Elective,75
GRD07695,STU045,Debate,Elective,83
GRD07696,STU046,Music,Elective,47
GRD07697,STU047,History,Core,86
GRD07698,STU048,Mathematics,Core,43
GRD07699,STU049,English,Core,40
GRD07700,STU050,Science,Core,55
GRD07701,STU001,Geography,Core,81
GRD07702,STU002,Art,Elective,94
GRD07703,STU003,Drama,Elective,49
GRD07704,STU004,Computer Science,Elective,55
GRD07705,STU005,Robotics,Elective,51
GRD07706,STU006,Physical Education,Elective,44
GRD07707,STU007,Dance,Elective,56
GRD07708,STU008,Cooking,Elective,60
GRD07709,STU009,Photography,Elective,41
GRD07710,STU010,Debate,Elective,91
GRD07711,STU011,Music,Elective,99
GRD07712,STU012,History,Core,64
GRD07713,STU013,Mathematics,Core,87
GRD07714,STU014,English,Core,78
GRD07715,STU015,Science,Core,50
GRD07716,STU016,Geography,Core,56
GRD07717,STU017,Art,Elective,87
GRD07718,STU018,Drama,Elective,40
GRD07719,STU019,Computer Science,Elective,52
GRD07720,STU020,Robotics,Elective,52
GRD07721,STU021,Physical Education,Elective,69
GRD07722,STU022,Dance,Elective,80
GRD07723,STU023,Cooking,Elective,57
GRD07724,STU024,Photography,Elective,69
GRD07725,STU025,Debate,Elective,57
GRD07726,STU026,Music,Elective,85
GRD07727,STU027,History,Core,74
GRD07728,STU028,Mathematics,Core,70
GRD07729,STU029,English,Core,43
GRD07730,STU030,Science,Core,46
GRD07731,STU031,Geography,Core,48
GRD07732,STU032,Art,Elective,56
GRD07733,STU033,Drama,Elective,64
GRD07734,STU034,Computer Science,Elective,51
GRD07735,STU035,Robotics,Elective,77
GRD07736,STU036,Physical Education,Elective,61
GRD07737,STU037,Dance,Elective,87
GRD07738,STU038,Cooking,Elective,59
GRD07739,STU039,Photography,Elective,55
GRD07740,STU040,Debate,Elective,86
GRD07741,STU041,Music,Elective,72
GRD07742,STU042,History,Core,63
GRD07743,STU043,Mathematics,Core,50
GRD07744,STU044,English,Core,67
GRD07745,STU045,Science,Core,99
GRD07746,STU046,Geography,Core,96
GRD07747,STU047,Art,Elective,72
GRD07748,STU048,Drama,Elective,97
GRD07749,STU049,Computer Science,Elective,64
GRD07750,STU050,Robotics,Elective,96
GRD07751,STU001,Physical Education,Elective,72
GRD07752,STU002,Dance,Elective,96
GRD07753,STU003,Cooking,Elective,93
GRD07754,STU004,Photography,Elective,60
GRD07755,STU005,Debate,Elective,99
GRD07756,STU006,Music,Elective,58
GRD07757,STU007,History,Core,55
GRD07758,STU008,Mathematics,Core,74
GRD07759,STU009,English,Core,99
GRD07760,STU010,Science,Core,44
GRD07761,STU011,Geography,Core,96
GRD07762,STU012,Art,Elective,40
GRD07763,STU013,Drama,Elective,73
GRD07764,STU014,Computer Science,Elective,61
GRD07765,STU015,Robotics,Elective,74
GRD07766,STU016,Physical Education,Elective,100
GRD07767,STU017,Dance,Elective,45
GRD07768,STU018,Cooking,Elective,75
GRD07769,STU019,Photography,Elective,98
GRD07770,STU020,Debate,Elective,92
GRD07771,STU021,Music,Elective,72
GRD07772,STU022,History,Core,68
GRD07773,STU023,Mathematics,Core,47
GRD07774,STU024,English,Core,100
GRD07775,STU025,Science,Core,74
GRD07776,STU026,Geography,Core,95
GRD07777,STU027,Art,Elective,75
GRD07778,STU028,Drama,Elective,54
GRD07779,STU029,Computer Science,Elective,57
GRD07780,STU030,Robotics,Elective,51
GRD07781,STU031,Physical Education,Elective,62
GRD07782,STU032,Dance,Elective,76
GRD07783,STU033,Cooking,Elective,100
GRD07784,STU034,Photography,Elective,54
GRD07785,STU035,Debate,Elective,69
GRD07786,STU036,Music,Elective,55
GRD07787,STU037,History,Core,78
GRD07788,STU038,Mathematics,Core,74
GRD07789,STU039,English,Core,75
GRD07790,STU040,Science,Core,41
GRD07791,STU041,Geography,Core,78
GRD07792,STU042,Art,Elective,57
GRD07793,STU043,Drama,Elective,43
GRD07794,STU044,Computer Science,Elective,78
GRD07795,STU045,Robotics,Elective,96
GRD07796,STU046,Physical Education,Elective,66
GRD07797,STU047,Dance,Elective,62
GRD07798,STU048,Cooking,Elective,51
GRD07799,STU049,Photography,Elective,66
GRD07800,STU050,Debate,Elective,77
GRD07801,STU001,Music,Elective,41
GRD07802,STU002,History,Core,88
GRD07803,STU003,Mathematics,Core,77
GRD07804,STU004,English,Core,70
GRD07805,STU005,Science,Core,73
GRD07806,STU006,Geography,Core,96
GRD07807,STU007,Art,Elective,84
GRD07808,STU008,Drama,Elective,52
GRD07809,STU009,Computer Science,Elective,67
GRD07810,STU010,Robotics,Elective,96
GRD07811,STU011,Physical Education,Elective,56
GRD07812,STU012,Dance,Elective,58
GRD07813,STU013,Cooking,Elective,58
GRD07814,STU014,Photography,Elective,83
GRD07815,STU015,Debate,Elective,72
GRD07816,STU016,Music,Elective,53
